timestamp,open,high,low,close,volume
2026-04-19 08:00:00,1.42053,1.42318,1.41601,1.42176,148827.74217918
2026-04-19 08:30:00,1.42176,1.42924,1.42066,1.4244,172467.77788773
2026-04-19 09:00:00,1.425,1.42626,1.41384,1.41984,265982.13700353
2026-04-19 09:30:00,1.41952,1.42249,1.41861,1.42185,66779.43857795
2026-04-19 10:00:00,1.42099,1.4277,1.41627,1.42233,212137.59243406
2026-04-19 10:30:00,1.42175,1.42542,1.42161,1.42353,134471.54180585
2026-04-19 11:00:00,1.42354,1.42964,1.42279,1.42845,121246.49639209
2026-04-19 11:30:00,1.42838,1.43139,1.42779,1.43018,70668.42330821
2026-04-19 12:00:00,1.43093,1.43358,1.42974,1.43049,76388.18640507
2026-04-19 12:30:00,1.43007,1.43348,1.42662,1.43199,106288.64769827
2026-04-19 13:00:00,1.43153,1.4466,1.43153,1.44184,486214.40794458
2026-04-19 13:30:00,1.44228,1.44738,1.43804,1.43916,643970.2357013
2026-04-19 14:00:00,1.4393,1.44173,1.43375,1.44071,133891.08495457
2026-04-19 14:30:00,1.44166,1.44319,1.43721,1.43936,136667.75662427
2026-04-19 15:00:00,1.43874,1.43927,1.43369,1.43471,124113.28472204
2026-04-19 15:30:00,1.43469,1.43478,1.42316,1.43168,215341.40047939
2026-04-19 16:00:00,1.43217,1.43272,1.42442,1.42503,105158.32163623
2026-04-19 16:30:00,1.42488,1.42938,1.42084,1.42279,58311.98342023
2026-04-19 17:00:00,1.42188,1.42422,1.41738,1.42065,278683.93623028
2026-04-19 17:30:00,1.42123,1.42326,1.41233,1.41311,186375.26935514
2026-04-19 18:00:00,1.41381,1.41825,1.41229,1.41635,649227.49800058
2026-04-19 18:30:00,1.41631,1.41732,1.41409,1.41603,280318.92762831
2026-04-19 19:00:00,1.41635,1.42189,1.41635,1.41898,321201.89977702
2026-04-19 19:30:00,1.41931,1.4213,1.41693,1.41836,69184.2377345
2026-04-19 20:00:00,1.41767,1.41767,1.41229,1.41466,147862.09505174
2026-04-19 20:30:00,1.41458,1.41794,1.41046,1.41068,219554.44996825
2026-04-19 21:00:00,1.41089,1.41591,1.41054,1.41509,133427.85844808
2026-04-19 21:30:00,1.41476,1.41735,1.41001,1.41079,38449.15647348
2026-04-19 22:00:00,1.41,1.41012,1.39178,1.39806,1799487.12113122
2026-04-19 22:30:00,1.39807,1.40302,1.39774,1.40039,193503.99641027
2026-04-19 23:00:00,1.4,1.4,1.39328,1.39597,121220.07241941
2026-04-19 23:30:00,1.39649,1.39797,1.39333,1.39467,406814.5646864
2026-04-20 00:00:00,1.39485,1.40632,1.39409,1.40624,294381.22964592
2026-04-20 00:30:00,1.4057,1.40858,1.40531,1.40776,105642.54804171
2026-04-20 01:00:00,1.40651,1.40873,1.40539,1.40655,271664.67741539
2026-04-20 01:30:00,1.40653,1.41233,1.40652,1.40886,182974.33127823
2026-04-20 02:00:00,1.40881,1.40915,1.40459,1.40543,197462.13566067
2026-04-20 02:30:00,1.40613,1.40902,1.40501,1.40848,116343.44281646
2026-04-20 03:00:00,1.40848,1.4133,1.40805,1.41099,650322.97611827
2026-04-20 03:30:00,1.41215,1.41279,1.40938,1.41139,554213.3038245
2026-04-20 04:00:00,1.41169,1.41189,1.40669,1.40826,569941.78324173
2026-04-20 04:30:00,1.40837,1.4107,1.40812,1.40992,92683.65032389
2026-04-20 05:00:00,1.4097,1.41007,1.39968,1.40085,264850.32991709
2026-04-20 05:30:00,1.40056,1.40309,1.39603,1.40009,74560.2656817
2026-04-20 06:00:00,1.39984,1.40597,1.39977,1.40494,85357.4732311
2026-04-20 06:30:00,1.40506,1.41585,1.40506,1.41451,409467.17474668
2026-04-20 07:00:00,1.41559,1.43229,1.41319,1.42613,642037.97244543
2026-04-20 07:30:00,1.42606,1.42748,1.41255,1.41592,286842.48208615
2026-04-20 08:00:00,1.41592,1.41804,1.41192,1.41385,148099.37935292
2026-04-20 08:30:00,1.41441,1.41529,1.40833,1.41054,92954.35648295
2026-04-20 09:00:00,1.41043,1.41984,1.40878,1.41525,662203.58164825
2026-04-20 09:30:00,1.41646,1.42175,1.41606,1.41854,259359.71150961
2026-04-20 10:00:00,1.41873,1.42708,1.41754,1.42408,71949.4761399
2026-04-20 10:30:00,1.42346,1.42346,1.41348,1.41442,284965.02965068
2026-04-20 11:00:00,1.4147,1.41775,1.41298,1.41732,183976.29596175
2026-04-20 11:30:00,1.41711,1.41852,1.4147,1.41586,169582.94590504
2026-04-20 12:00:00,1.41557,1.42425,1.41346,1.41943,111553.63323799
2026-04-20 12:30:00,1.41967,1.42378,1.41805,1.42237,69442.36356554
2026-04-20 13:00:00,1.42238,1.42657,1.41987,1.42497,127074.10977908
2026-04-20 13:30:00,1.42498,1.42821,1.41875,1.42549,379022.30889413
2026-04-20 14:00:00,1.42548,1.43165,1.421,1.42805,528014.62718191
2026-04-20 14:30:00,1.42838,1.43236,1.414,1.41672,662308.71768364
2026-04-20 15:00:00,1.41728,1.43551,1.40935,1.43515,704899.36720743
2026-04-20 15:30:00,1.43441,1.43441,1.42958,1.43297,221001.88797295
2026-04-20 16:00:00,1.43337,1.434,1.4255,1.42665,329482.8756971
2026-04-20 16:30:00,1.42664,1.42829,1.42259,1.42344,94801.19721807
2026-04-20 17:00:00,1.4239,1.43382,1.4234,1.43001,325328.94712728
2026-04-20 17:30:00,1.43,1.43,1.42449,1.42783,134273.79036515
2026-04-20 18:00:00,1.42885,1.437,1.42834,1.43195,502953.03281216
2026-04-20 18:30:00,1.43198,1.43455,1.42803,1.43295,326304.03486211
2026-04-20 19:00:00,1.43313,1.43394,1.42817,1.42974,91462.14614406
2026-04-20 19:30:00,1.42943,1.43229,1.42902,1.43174,188569.28390811
2026-04-20 20:00:00,1.43085,1.43345,1.42533,1.43032,476067.18896434
2026-04-20 20:30:00,1.42976,1.43414,1.42947,1.43234,42286.36077313
2026-04-20 21:00:00,1.43233,1.43275,1.42532,1.42837,262693.30423674
2026-04-20 21:30:00,1.42838,1.43108,1.42679,1.4308,113482.70170018
2026-04-20 22:00:00,1.4309,1.43238,1.42689,1.42837,164091.73513221
2026-04-20 22:30:00,1.42829,1.43067,1.42547,1.42646,115974.2826088
2026-04-20 23:00:00,1.42627,1.42644,1.42167,1.42289,122389.88253286
2026-04-20 23:30:00,1.42319,1.4255,1.42211,1.425,42442.35885666
2026-04-21 00:00:00,1.42482,1.42843,1.42477,1.42678,68248.58841767
2026-04-21 00:30:00,1.42729,1.42969,1.42572,1.42833,76764.49499046
2026-04-21 01:00:00,1.42762,1.432,1.42743,1.43107,1006376.25749469
2026-04-21 01:30:00,1.43027,1.43166,1.42556,1.42618,289381.08762624
2026-04-21 02:00:00,1.42618,1.42718,1.42442,1.42526,137995.43488949
2026-04-21 02:30:00,1.42524,1.42601,1.42316,1.42318,165706.26913457
2026-04-21 03:00:00,1.42264,1.42354,1.42006,1.42321,172743.76128989
2026-04-21 03:30:00,1.42311,1.4263,1.42249,1.42496,66270.39313855
